otorinolaringologi,['QQQ&#111;&#116;&#111;&#114;&#105;&#110;&#111;&#108;&#97;&#114;&#105;&#110;&#103;&#111;&#108;&#111;&#103;&#105;', 180000]
profesi,['<ruby>职<rt>QQQ&#112;&#114;&#111;&#102;&#101;&#115;&#105;</rt></ruby>', 70000]
profund,['<ruby>深<rt>QQQ&#112;&#114;&#111;&#102;&#117;&#110;&#100;</rt></ruby>', 70000]
prognoz,['<ruby>预<rt>QQQ&#112;&#114;&#111;&#103;&#110;&#111;&#122;</rt></ruby>', 70000]
program,['<ruby>程<rt>QQQ&#112;&#114;&#111;&#103;&#114;&#97;&#109;</rt></ruby>', 70000]
progres,['<ruby>进<rt>QQQ&#112;&#114;&#111;&#103;&#114;&#101;&#115;</rt></ruby>', 70000]
projekt,['<ruby>划<rt>QQQ&#112;&#114;&#111;&#106;&#101;&#107;&#116;</rt></ruby>', 70000]
proklam,['<ruby>告<rt>QQQ&#112;&#114;&#111;&#107;&#108;&#97;&#109;</rt></ruby>', 70000]
proksim,['<ruby>近<rt>QQQ&#112;&#114;&#111;&#107;&#115;&#105;&#109;</rt></ruby>', 70000]
promete,['QQQ&#112;&#114;&#111;&#109;&#101;&#116;&#101;', 70000]
promoci,['QQQ&#112;&#114;&#111;&#109;&#111;&#99;&#105;', 70000]
prononc,['<ruby>音<rt>QQQ&#112;&#114;&#111;&#110;&#111;&#110;&#99;</rt></ruby>', 70000]
prosper,['<ruby>盛<rt>QQQ&#112;&#114;&#111;&#115;&#112;&#101;&#114;</rt></ruby>', 70000]
prostat,['QQQ&#112;&#114;&#111;&#115;&#116;&#97;&#116;', 70000]
protein,['QQQ&#112;&#114;&#111;&#116;&#101;&#105;&#110;', 70000]
protekt,['<ruby>护<rt>QQQ&#112;&#114;&#111;&#116;&#101;&#107;&#116;</rt></ruby>', 70000]
protest,['<ruby>议<rt>QQQ&#112;&#114;&#111;&#116;&#101;&#115;&#116;</rt></ruby>', 70000]
protozo,['QQQ&#112;&#114;&#111;&#116;&#111;&#122;&#111;', 70000]
provenc,['QQQ&#112;&#114;&#111;&#118;&#101;&#110;&#99;', 70000]
proverb,['<ruby>言<rt>QQQ&#112;&#114;&#111;&#118;&#101;&#114;&#98;</rt></ruby>', 70000]
provinc,['<ruby>区<rt>QQQ&#112;&#114;&#111;&#118;&#105;&#110;&#99;</rt></ruby>', 70000]
prozodi,['<ruby>诗<rt>QQQ&#112;&#114;&#111;&#122;&#111;&#100;&#105;</rt></ruby>', 70000]
prudent,['<ruby>思<rt>QQQ&#112;&#114;&#117;&#100;&#101;&#110;&#116;</rt></ruby>', 70000]
psalter,['QQQ&#112;&#115;&#97;&#108;&#116;&#101;&#114;', 70000]
pseuxdo,['QQQ&#112;&#115;&#101;&#117;&#120;&#100;&#111;', 70000]
pteridi,['QQQ&#112;&#116;&#101;&#114;&#105;&#100;&#105;', 70000]
ptoleme,['QQQ&#112;&#116;&#111;&#108;&#101;&#109;&#101;', 70000]
ptomain,['QQQ&#112;&#116;&#111;&#109;&#97;&#105;&#110;', 70000]
puatier,['QQQ&#112;&#117;&#97;&#116;&#105;&#101;&#114;', 70000]
pulover,['QQQ&#112;&#117;&#108;&#111;&#118;&#101;&#114;', 70000]
puritan,['<ruby>者<rt>QQQ&#112;&#117;&#114;&#105;&#116;&#97;&#110;</rt></ruby>', 70000]
pusxkin,['QQQ&#112;&#117;&#115;&#120;&#107;&#105;&#110;', 70000]
rabelez,['QQQ&#114;&#97;&#98;&#101;&#108;&#101;&#122;', 70000]
radikal,['<ruby>革<rt>QQQ&#114;&#97;&#100;&#105;&#107;&#97;&#108;</rt></ruby>', 70000]
ramadan,['QQQ&#114;&#97;&#109;&#97;&#100;&#97;&#110;', 70000]
ramajan,['QQQ&#114;&#97;&#109;&#97;&#106;&#97;&#110;', 70000]
rapsodi,['QQQ&#114;&#97;&#112;&#115;&#111;&#100;&#105;', 70000]
ratifik,['QQQ&#114;&#97;&#116;&#105;&#102;&#105;&#107;', 70000]
reaktor,['QQQ&#114;&#101;&#97;&#107;&#116;&#111;&#114;', 70000]
recital,['QQQ&#114;&#101;&#99;&#105;&#116;&#97;&#108;', 70000]
redakci,['<ruby>编<rt>QQQ&#114;&#101;&#100;&#97;&#107;&#99;&#105;</rt></ruby>', 70000]
referat,['QQQ&#114;&#101;&#102;&#101;&#114;&#97;&#116;', 70000]
refleks,['QQQ&#114;&#101;&#102;&#108;&#101;&#107;&#115;', 70000]
reflekt,['<ruby>反<rt>QQQ&#114;&#101;&#102;&#108;&#101;&#107;&#116;</rt></ruby>', 70000]
refrakt,['QQQ&#114;&#101;&#102;&#114;&#97;&#107;&#116;', 70000]
registr,['<ruby>记<rt>QQQ&#114;&#101;&#103;&#105;&#115;&#116;&#114;</rt></ruby>', 70000]
regulus,['QQQ&#114;&#101;&#103;&#117;&#108;&#117;&#115;', 70000]
rekviem,['QQQ&#114;&#101;&#107;&#118;&#105;&#101;&#109;', 70000]
relativ,['<ruby>相<rt>QQQ&#114;&#101;&#108;&#97;&#116;&#105;&#118;</rt></ruby>', 70000]
rendevu,['<ruby>会<rt>QQQ&#114;&#101;&#110;&#100;&#101;&#118;&#117;</rt></ruby>', 70000]
renegat,['QQQ&#114;&#101;&#110;&#101;&#103;&#97;&#116;', 70000]
renkont,['<ruby>见<rt>QQQ&#114;&#101;&#110;&#107;&#111;&#110;&#116;</rt></ruby>', 70000]
rentgen,['QQQ&#114;&#101;&#110;&#116;&#103;&#101;&#110;', 70000]
renvers,['<ruby>转<rt>QQQ&#114;&#101;&#110;&#118;&#101;&#114;&#115;</rt></ruby>', 70000]
reologi,['QQQ&#114;&#101;&#111;&#108;&#111;&#103;&#105;', 70000]
reostat,['QQQ&#114;&#101;&#111;&#115;&#116;&#97;&#116;', 70000]
reptili,['QQQ&#114;&#101;&#112;&#116;&#105;&#108;&#105;', 70000]
respekt,['<ruby>敬<rt>QQQ&#114;&#101;&#115;&#112;&#101;&#107;&#116;</rt></ruby>', 70000]
respond,['<ruby>回<rt>QQQ&#114;&#101;&#115;&#112;&#111;&#110;&#100;</rt></ruby>', 70000]
respons,['QQQ&#114;&#101;&#115;&#112;&#111;&#110;&#115;', 70000]
retorik,['<ruby>辞<rt>QQQ&#114;&#101;&#116;&#111;&#114;&#105;&#107;</rt></ruby>', 70000]
revizor,['<ruby>官<rt>QQQ&#114;&#101;&#118;&#105;&#122;&#111;&#114;</rt></ruby>', 70000]
rinocer,['<ruby>兽<rt>QQQ&#114;&#105;&#110;&#111;&#99;&#101;&#114;</rt></ruby>', 70000]
rionegr,['QQQ&#114;&#105;&#111;&#110;&#101;&#103;&#114;', 70000]
riprocx,['<ruby>责<rt>QQQ&#114;&#105;&#112;&#114;&#111;&#99;&#120;</rt></ruby>', 70000]
ristorn,['QQQ&#114;&#105;&#115;&#116;&#111;&#114;&#110;', 70000]
romancx,['QQQ&#114;&#111;&#109;&#97;&#110;&#99;&#120;', 70000]
romanik,['QQQ&#114;&#111;&#109;&#97;&#110;&#105;&#107;', 70000]
rostbef,['QQQ&#114;&#111;&#115;&#116;&#98;&#101;&#102;', 70000]
rotator,['QQQ&#114;&#111;&#116;&#97;&#116;&#111;&#114;', 70000]
rubekol,['QQQ&#114;&#117;&#98;&#101;&#107;&#111;&#108;', 70000]
rubikon,['QQQ&#114;&#117;&#98;&#105;&#107;&#111;&#110;', 70000]
ruditap,['QQQ&#114;&#117;&#100;&#105;&#116;&#97;&#112;', 70000]
sabelik,['QQQ&#115;&#97;&#98;&#101;&#108;&#105;&#107;', 70000]
sakarin,['QQQ&#115;&#97;&#107;&#97;&#114;&#105;&#110;', 70000]
sakaroz,['QQQ&#115;&#97;&#107;&#97;&#114;&#111;&#122;', 70000]
saladin,['QQQ&#115;&#97;&#108;&#97;&#100;&#105;&#110;', 70000]
salikok,['QQQ&#115;&#97;&#108;&#105;&#107;&#111;&#107;', 70000]
salomon,['QQQ&#115;&#97;&#108;&#111;&#109;&#111;&#110;', 70000]
salonik,['QQQ&#115;&#97;&#108;&#111;&#110;&#105;&#107;', 70000]
salpetr,['<ruby>剂<rt>QQQ&#115;&#97;&#108;&#112;&#101;&#116;&#114;</rt></ruby>', 70000]
salping,['QQQ&#115;&#97;&#108;&#112;&#105;&#110;&#103;', 70000]
samojed,['QQQ&#115;&#97;&#109;&#111;&#106;&#101;&#100;', 70000]
samovar,['<ruby>壺<rt>QQQ&#115;&#97;&#109;&#111;&#118;&#97;&#114;</rt></ruby>', 70000]
samuraj,['QQQ&#115;&#97;&#109;&#117;&#114;&#97;&#106;', 70000]
sangvin,['QQQ&#115;&#97;&#110;&#103;&#118;&#105;&#110;', 70000]
sanitar,['QQQ&#115;&#97;&#110;&#105;&#116;&#97;&#114;', 70000]
santiag,['QQQ&#115;&#97;&#110;&#116;&#105;&#97;&#103;', 70000]
santome,['QQQ&#115;&#97;&#110;&#116;&#111;&#109;&#101;', 70000]
saracen,['QQQ&#115;&#97;&#114;&#97;&#99;&#101;&#110;', 70000]
sarajev,['QQQ&#115;&#97;&#114;&#97;&#106;&#101;&#118;', 70000]
sardini,['QQQ&#115;&#97;&#114;&#100;&#105;&#110;&#105;', 70000]
sarkasm,['<ruby>讽<rt>QQQ&#115;&#97;&#114;&#107;&#97;&#115;&#109;</rt></ruby>', 70000]
satelit,['QQQ&#115;&#97;&#116;&#101;&#108;&#105;&#116;', 70000]
satirus,['QQQ&#115;&#97;&#116;&#105;&#114;&#117;&#115;', 70000]
satrapi,['QQQ&#115;&#97;&#116;&#114;&#97;&#112;&#105;', 70000]
scintil,['QQQ&#115;&#99;&#105;&#110;&#116;&#105;&#108;', 70000]
sedativ,['QQQ&#115;&#101;&#100;&#97;&#116;&#105;&#118;', 70000]
segment,['<ruby>段<rt>QQQ&#115;&#101;&#103;&#109;&#101;&#110;&#116;</rt></ruby>', 70000]
sejcxel,['QQQ&#115;&#101;&#106;&#99;&#120;&#101;&#108;', 70000]
sejsxel,['QQQ&#115;&#101;&#106;&#115;&#120;&#101;&#108;', 70000]
sekestr,['QQQ&#115;&#101;&#107;&#101;&#115;&#116;&#114;', 70000]
sekreci,['<ruby>生<rt>QQQ&#115;&#101;&#107;&#114;&#101;&#99;&#105;</rt></ruby>', 70000]
sekular,['QQQ&#115;&#101;&#107;&#117;&#108;&#97;&#114;', 70000]
sekvant,['QQQ&#115;&#101;&#107;&#118;&#97;&#110;&#116;', 70000]
semafor,['<ruby>示<rt>QQQ&#115;&#101;&#109;&#97;&#102;&#111;&#114;</rt></ruby>', 70000]
semestr,['QQQ&#115;&#101;&#109;&#101;&#115;&#116;&#114;', 70000]
senegal,['QQQ&#115;&#101;&#110;&#101;&#103;&#97;&#108;', 70000]
sensaci,['QQQ&#115;&#101;&#110;&#115;&#97;&#99;&#105;', 70000]
sentenc,['<ruby>言<rt>QQQ&#115;&#101;&#110;&#116;&#101;&#110;&#99;</rt></ruby>', 70000]
serenad,['<ruby>曲<rt>QQQ&#115;&#101;&#114;&#101;&#110;&#97;&#100;</rt></ruby>', 70000]
serpent,['<ruby>蛇<rt>QQQ&#115;&#101;&#114;&#112;&#101;&#110;&#116;</rt></ruby>', 70000]
sfenoid,['QQQ&#115;&#102;&#101;&#110;&#111;&#105;&#100;', 70000]
sibarit,['QQQ&#115;&#105;&#98;&#97;&#114;&#105;&#116;', 70000]
sicxuan,['QQQ&#115;&#105;&#99;&#120;&#117;&#97;&#110;', 70000]
sifilis,['<ruby>病<rt>QQQ&#115;&#105;&#102;&#105;&#108;&#105;&#115;</rt></ruby>', 70000]
sigfrid,['QQQ&#115;&#105;&#103;&#102;&#114;&#105;&#100;', 70000]
sikomor,['QQQ&#115;&#105;&#107;&#111;&#109;&#111;&#114;', 70000]
silikoz,['QQQ&#115;&#105;&#108;&#105;&#107;&#111;&#122;', 70000]
simbioz,['QQQ&#115;&#105;&#109;&#98;&#105;&#111;&#122;', 70000]
simetri,['<ruby>等<rt>QQQ&#115;&#105;&#109;&#101;&#116;&#114;&#105;</rt></ruby>', 70000]
simfoni,['<ruby>曲<rt>QQQ&#115;&#105;&#109;&#102;&#111;&#110;&#105;</rt></ruby>', 70000]
simpati,['<ruby>感<rt>QQQ&#115;&#105;&#109;&#112;&#97;&#116;&#105;</rt></ruby>', 70000]
simplon,['QQQ&#115;&#105;&#109;&#112;&#108;&#111;&#110;', 70000]
simpson,['QQQ&#115;&#105;&#109;&#112;&#115;&#111;&#110;', 70000]
simptom,['<ruby>示<rt>QQQ&#115;&#105;&#109;&#112;&#116;&#111;&#109;</rt></ruby>', 70000]
sinagog,['<ruby>堂<rt>QQQ&#115;&#105;&#110;&#97;&#103;&#111;&#103;</rt></ruby>', 70000]
sindrom,['QQQ&#115;&#105;&#110;&#100;&#114;&#111;&#109;', 70000]
sinedri,['<ruby>法<rt>QQQ&#115;&#105;&#110;&#101;&#100;&#114;&#105;</rt></ruby>', 70000]
sinekur,['QQQ&#115;&#105;&#110;&#101;&#107;&#117;&#114;', 70000]
sinergi,['QQQ&#115;&#105;&#110;&#101;&#114;&#103;&#105;', 70000]
singult,['<ruby>动<rt>QQQ&#115;&#105;&#110;&#103;&#117;&#108;&#116;</rt></ruby>', 70000]
sinkron,['QQQ&#115;&#105;&#110;&#107;&#114;&#111;&#110;', 70000]
sinonim,['<ruby>同<rt>QQQ&#115;&#105;&#110;&#111;&#110;&#105;&#109;</rt></ruby>', 70000]
sintaks,['<ruby>构<rt>QQQ&#115;&#105;&#110;&#116;&#97;&#107;&#115;</rt></ruby>', 70000]
sionism,['QQQ&#115;&#105;&#111;&#110;&#105;&#115;&#109;', 70000]
sirakuz,['QQQ&#115;&#105;&#114;&#97;&#107;&#117;&#122;', 70000]
situaci,['<ruby>态<rt>QQQ&#115;&#105;&#116;&#117;&#97;&#99;&#105;</rt></ruby>', 70000]
skabioz,['QQQ&#115;&#107;&#97;&#98;&#105;&#111;&#122;', 70000]
skadron,['QQQ&#115;&#107;&#97;&#100;&#114;&#111;&#110;', 70000]
skafald,['QQQ&#115;&#107;&#97;&#102;&#97;&#108;&#100;', 70000]
skafark,['QQQ&#115;&#107;&#97;&#102;&#97;&#114;&#107;', 70000]
skalpel,['QQQ&#115;&#107;&#97;&#108;&#112;&#101;&#108;', 70000]
skandal,['<ruby>丑<rt>QQQ&#115;&#107;&#97;&#110;&#100;&#97;&#108;</rt></ruby>', 70000]
skarlat,['<ruby>红<rt>QQQ&#115;&#107;&#97;&#114;&#108;&#97;&#116;</rt></ruby>', 70000]
skeptik,['<ruby>疑<rt>QQQ&#115;&#107;&#101;&#112;&#116;&#105;&#107;</rt></ruby>', 70000]
skizoid,['QQQ&#115;&#107;&#105;&#122;&#111;&#105;&#100;', 70000]
skleroz,['QQQ&#115;&#107;&#108;&#101;&#114;&#111;&#122;', 70000]
skorbut,['<ruby>病<rt>QQQ&#115;&#107;&#111;&#114;&#98;&#117;&#116;</rt></ruby>', 70000]
skrofol,['<ruby>病<rt>QQQ&#115;&#107;&#114;&#111;&#102;&#111;&#108;</rt></ruby>', 70000]
skrupul,['<ruby>细<rt>QQQ&#115;&#107;&#114;&#117;&#112;&#117;&#108;</rt></ruby>', 70000]
slavoni,['QQQ&#115;&#108;&#97;&#118;&#111;&#110;&#105;', 70000]
smerald,['<ruby>石<rt>QQQ&#115;&#109;&#101;&#114;&#97;&#108;&#100;</rt></ruby>', 70000]
smoking,['QQQ&#115;&#109;&#111;&#107;&#105;&#110;&#103;', 70000]
softbal,['QQQ&#115;&#111;&#102;&#116;&#98;&#97;&#108;', 70000]
softvar,['QQQ&#115;&#111;&#102;&#116;&#118;&#97;&#114;', 70000]
solanac,['QQQ&#115;&#111;&#108;&#97;&#110;&#97;&#99;', 70000]
solidag,['QQQ&#115;&#111;&#108;&#105;&#100;&#97;&#103;', 70000]
solidar,['<ruby>共<rt>QQQ&#115;&#111;&#108;&#105;&#100;&#97;&#114;</rt></ruby>', 70000]
soliter,['QQQ&#115;&#111;&#108;&#105;&#116;&#101;&#114;', 70000]
solstic,['QQQ&#115;&#111;&#108;&#115;&#116;&#105;&#99;', 70000]
solutre,['QQQ&#115;&#111;&#108;&#117;&#116;&#114;&#101;', 70000]
solvent,['<ruby>清<rt>QQQ&#115;&#111;&#108;&#118;&#101;&#110;&#116;</rt></ruby>', 70000]
sonmetr,['QQQ&#115;&#111;&#110;&#109;&#101;&#116;&#114;', 70000]
soroban,['QQQ&#115;&#111;&#114;&#111;&#98;&#97;&#110;', 70000]
spartak,['QQQ&#115;&#112;&#97;&#114;&#116;&#97;&#107;', 70000]
special,['<ruby>特<rt>QQQ&#115;&#112;&#101;&#99;&#105;&#97;&#108;</rt></ruby>', 70000]
spindel,['QQQ&#115;&#112;&#105;&#110;&#100;&#101;&#108;', 70000]
spirant,['QQQ&#115;&#112;&#105;&#114;&#97;&#110;&#116;', 70000]
sponsor,['QQQ&#115;&#112;&#111;&#110;&#115;&#111;&#114;', 70000]
spontan,['QQQ&#115;&#112;&#111;&#110;&#116;&#97;&#110;', 70000]
srilank,['QQQ&#115;&#114;&#105;&#108;&#97;&#110;&#107;', 70000]
stabila,['QQQ&#115;&#116;&#97;&#98;&#105;&#108;&#97;', 70000]
stadion,['<ruby>场<rt>QQQ&#115;&#116;&#97;&#100;&#105;&#111;&#110;</rt></ruby>', 70000]
stadium,['QQQ&#115;&#116;&#97;&#100;&#105;&#117;&#109;', 70000]
staniol,['QQQ&#115;&#116;&#97;&#110;&#105;&#111;&#108;', 70000]
stanlej,['QQQ&#115;&#116;&#97;&#110;&#108;&#101;&#106;', 70000]
statist,['QQQ&#115;&#116;&#97;&#116;&#105;&#115;&#116;', 70000]
stearin,['<ruby>脂<rt>QQQ&#115;&#116;&#101;&#97;&#114;&#105;&#110;</rt></ruby>', 70000]
stencil,['QQQ&#115;&#116;&#101;&#110;&#99;&#105;&#108;', 70000]
sterled,['<ruby>鱼<rt>QQQ&#115;&#116;&#101;&#114;&#108;&#101;&#100;</rt></ruby>', 70000]
sternum,['QQQ&#115;&#116;&#101;&#114;&#110;&#117;&#109;', 70000]
stertor,['<ruby>喘<rt>QQQ&#115;&#116;&#101;&#114;&#116;&#111;&#114;</rt></ruby>', 70000]
stevard,['QQQ&#115;&#116;&#101;&#118;&#97;&#114;&#100;', 70000]
stigmat,['QQQ&#115;&#116;&#105;&#103;&#109;&#97;&#116;', 70000]
strabon,['QQQ&#115;&#116;&#114;&#97;&#98;&#111;&#110;', 70000]
stratus,['QQQ&#115;&#116;&#114;&#97;&#116;&#117;&#115;', 70000]
strobil,['QQQ&#115;&#116;&#114;&#111;&#98;&#105;&#108;', 70000]
stronci,['QQQ&#115;&#116;&#114;&#111;&#110;&#99;&#105;', 70000]
student,['<ruby>生<rt>QQQ&#115;&#116;&#117;&#100;&#101;&#110;&#116;</rt></ruby>', 70000]
subjekt,['<ruby>题<rt>QQQ&#115;&#117;&#98;&#106;&#101;&#107;&#116;</rt></ruby>', 70000]
subtrah,['<ruby>减<rt>QQQ&#115;&#117;&#98;&#116;&#114;&#97;&#104;</rt></ruby>', 70000]
sugesti,['<ruby>劝<rt>QQQ&#115;&#117;&#103;&#101;&#115;&#116;&#105;</rt></ruby>', 70000]
sugxoux,['QQQ&#115;&#117;&#103;&#120;&#111;&#117;&#120;', 70000]
sukavat,['QQQ&#115;&#117;&#107;&#97;&#118;&#97;&#116;', 70000]
sukijak,['QQQ&#115;&#117;&#107;&#105;&#106;&#97;&#107;', 70000]
sungari,['QQQ&#115;&#117;&#110;&#103;&#97;&#114;&#105;', 70000]
surabaj,['QQQ&#115;&#117;&#114;&#97;&#98;&#97;&#106;', 70000]
surinam,['QQQ&#115;&#117;&#114;&#105;&#110;&#97;&#109;', 70000]
surogat,['QQQ&#115;&#117;&#114;&#111;&#103;&#97;&#116;', 70000]
surplis,['QQQ&#115;&#117;&#114;&#112;&#108;&#105;&#115;', 70000]
surpriz,['<ruby>惊<rt>QQQ&#115;&#117;&#114;&#112;&#114;&#105;&#122;</rt></ruby>', 70000]
suspekt,['<ruby>疑<rt>QQQ&#115;&#117;&#115;&#112;&#101;&#107;&#116;</rt></ruby>', 70000]
suveren,['QQQ&#115;&#117;&#118;&#101;&#114;&#101;&#110;', 70000]
svastik,['QQQ&#115;&#118;&#97;&#115;&#116;&#105;&#107;', 70000]
sxablon,['QQQ&#115;&#120;&#97;&#98;&#108;&#111;&#110;', 70000]
sxagrin,['QQQ&#115;&#120;&#97;&#103;&#114;&#105;&#110;', 70000]
sxancel,['<ruby>动<rt>QQQ&#115;&#120;&#97;&#110;&#99;&#101;&#108;</rt></ruby>', 70000]
sxanhaj,['QQQ&#115;&#120;&#97;&#110;&#104;&#97;&#106;', 70000]
sxansxi,['QQQ&#115;&#120;&#97;&#110;&#115;&#120;&#105;', 70000]
sxefild,['QQQ&#115;&#120;&#101;&#102;&#105;&#108;&#100;', 70000]
sxikoku,['QQQ&#115;&#120;&#105;&#107;&#111;&#107;&#117;', 70000]
sxiling,['<ruby>物<rt>QQQ&#115;&#120;&#105;&#108;&#105;&#110;&#103;</rt></ruby>', 70000]
sxiller,['<ruby>技<rt>QQQ&#115;&#120;&#105;&#108;&#108;&#101;&#114;</rt></ruby>', 70000]
sxorbet,['QQQ&#115;&#120;&#111;&#114;&#98;&#101;&#116;', 70000]
sxpruc',['QQQ&#115;&#120;&#112;&#114;&#117;&#99;&#39;', 70000]
sxrauxb,['<ruby>固<rt>QQQ&#115;&#120;&#114;&#97;&#117;&#120;&#98;</rt></ruby>', 70000]
sxtrump,['<ruby>鞋<rt>QQQ&#115;&#120;&#116;&#114;&#117;&#109;&#112;</rt></ruby>', 70000]
sxumsxu,['QQQ&#115;&#120;&#117;&#109;&#115;&#120;&#117;', 70000]
tablojd,['QQQ&#116;&#97;&#98;&#108;&#111;&#106;&#100;', 70000]
taburet,['<ruby>椅<rt>QQQ&#116;&#97;&#98;&#117;&#114;&#101;&#116;</rt></ruby>', 70000]
tagalog,['QQQ&#116;&#97;&#103;&#97;&#108;&#111;&#103;', 70000]
tajhang,['QQQ&#116;&#97;&#106;&#104;&#97;&#110;&#103;', 70000]
tajjuan,['QQQ&#116;&#97;&#106;&#106;&#117;&#97;&#110;', 70000]
tamarik,['QQQ&#116;&#97;&#109;&#97;&#114;&#105;&#107;', 70000]
tampere,['QQQ&#116;&#97;&#109;&#112;&#101;&#114;&#101;', 70000]
tanacet,['QQQ&#116;&#97;&#110;&#97;&#99;&#101;&#116;', 70000]
tangent,['<ruby>正<rt>QQQ&#116;&#97;&#110;&#103;&#101;&#110;&#116;</rt></ruby>', 70000]
tangxer,['QQQ&#116;&#97;&#110;&#103;&#120;&#101;&#114;', 70000]
tantiem,['QQQ&#116;&#97;&#110;&#116;&#105;&#101;&#109;', 70000]
tanzani,['QQQ&#116;&#97;&#110;&#122;&#97;&#110;&#105;', 70000]
tartrat,['QQQ&#116;&#97;&#114;&#116;&#114;&#97;&#116;', 70000]
tasmani,['QQQ&#116;&#97;&#115;&#109;&#97;&#110;&#105;', 70000]
tatagat,['QQQ&#116;&#97;&#116;&#97;&#103;&#97;&#116;', 70000]
tauxrus,['QQQ&#116;&#97;&#117;&#120;&#114;&#117;&#115;', 70000]
tegment,['<ruby>顶<rt>QQQ&#116;&#101;&#103;&#109;&#101;&#110;&#116;</rt></ruby>', 70000]
teheran,['QQQ&#116;&#101;&#104;&#101;&#114;&#97;&#110;', 70000]
tehxnik,['<ruby>工<rt>QQQ&#116;&#101;&#104;&#120;&#110;&#105;&#107;</rt></ruby>', 70000]
tekvond,['QQQ&#116;&#101;&#107;&#118;&#111;&#110;&#100;', 70000]
telefon,['<ruby>话<rt>QQQ&#116;&#101;&#108;&#101;&#102;&#111;&#110;</rt></ruby>', 70000]
televid,['<ruby>视<rt>QQQ&#116;&#101;&#108;&#101;&#118;&#105;&#100;</rt></ruby>', 70000]
tempest,['<ruby>风<rt>QQQ&#116;&#101;&#109;&#112;&#101;&#115;&#116;</rt></ruby>', 70000]
tendenc,['<ruby>性<rt>QQQ&#116;&#101;&#110;&#100;&#101;&#110;&#99;</rt></ruby>', 70000]
tenerif,['QQQ&#116;&#101;&#110;&#101;&#114;&#105;&#102;', 70000]
tentakl,['QQQ&#116;&#101;&#110;&#116;&#97;&#107;&#108;', 70000]
teokrat,['<ruby>教<rt>QQQ&#116;&#101;&#111;&#107;&#114;&#97;&#116;</rt></ruby>', 70000]
teologi,['<ruby>学<rt>QQQ&#116;&#101;&#111;&#108;&#111;&#103;&#105;</rt></ruby>', 70000]
teozofi,['QQQ&#116;&#101;&#111;&#122;&#111;&#102;&#105;', 70000]
terakot,['QQQ&#116;&#101;&#114;&#97;&#107;&#111;&#116;', 70000]
teravad,['QQQ&#116;&#101;&#114;&#97;&#118;&#97;&#100;', 70000]
teravat,['QQQ&#116;&#101;&#114;&#97;&#118;&#97;&#116;', 70000]
terciar,['QQQ&#116;&#101;&#114;&#99;&#105;&#97;&#114;', 70000]
tetraon,['QQQ&#116;&#101;&#116;&#114;&#97;&#111;&#110;', 70000]
teuxton,['QQQ&#116;&#101;&#117;&#120;&#116;&#111;&#110;', 70000]
tibesti,['QQQ&#116;&#105;&#98;&#101;&#115;&#116;&#105;', 70000]
tinktur,['<ruby>色<rt>QQQ&#116;&#105;&#110;&#107;&#116;&#117;&#114;</rt></ruby>', 70000]
titikak,['QQQ&#116;&#105;&#116;&#105;&#107;&#97;&#107;', 70000]
tobogan,['QQQ&#116;&#111;&#98;&#111;&#103;&#97;&#110;', 70000]
tolstoj,['QQQ&#116;&#111;&#108;&#115;&#116;&#111;&#106;', 70000]
tomahok,['QQQ&#116;&#111;&#109;&#97;&#104;&#111;&#107;', 70000]
tortilj,['QQQ&#116;&#111;&#114;&#116;&#105;&#108;&#106;', 70000]
trabant,['QQQ&#116;&#114;&#97;&#98;&#97;&#110;&#116;', 70000]
tradici,['<ruby>规<rt>QQQ&#116;&#114;&#97;&#100;&#105;&#99;&#105;</rt></ruby>', 70000]
tragant,['QQQ&#116;&#114;&#97;&#103;&#97;&#110;&#116;', 70000]
tragedi,['<ruby>悲<rt>QQQ&#116;&#114;&#97;&#103;&#101;&#100;&#105;</rt></ruby>', 70000]
trakeit,['QQQ&#116;&#114;&#97;&#107;&#101;&#105;&#116;', 70000]
traktat,['<ruby>约<rt>QQQ&#116;&#114;&#97;&#107;&#116;&#97;&#116;</rt></ruby>', 70000]
traktor,['<ruby>机<rt>QQQ&#116;&#114;&#97;&#107;&#116;&#111;&#114;</rt></ruby>', 70000]
trancxe,['QQQ&#116;&#114;&#97;&#110;&#99;&#120;&#101;', 70000]
transit,['QQQ&#116;&#114;&#97;&#110;&#115;&#105;&#116;', 70000]
tribord,['QQQ&#116;&#114;&#105;&#98;&#111;&#114;&#100;', 70000]
trifori,['QQQ&#116;&#114;&#105;&#102;&#111;&#114;&#105;', 70000]
trihxin,['QQQ&#116;&#114;&#105;&#104;&#120;&#105;&#110;', 70000]
trilion,['QQQ&#116;&#114;&#105;&#108;&#105;&#111;&#110;', 70000]
trilogi,['QQQ&#116;&#114;&#105;&#108;&#111;&#103;&#105;', 70000]
triolet,['QQQ&#116;&#114;&#105;&#111;&#108;&#101;&#116;', 70000]
triptik,['QQQ&#116;&#114;&#105;&#112;&#116;&#105;&#107;', 70000]
trivial,['<ruby>微<rt>QQQ&#116;&#114;&#105;&#118;&#105;&#97;&#108;</rt></ruby>', 70000]
trombon,['<ruby>音<rt>QQQ&#116;&#114;&#111;&#109;&#98;&#111;&#110;</rt></ruby>', 70000]
tromboz,['QQQ&#116;&#114;&#111;&#109;&#98;&#111;&#122;', 70000]
tropeol,['QQQ&#116;&#114;&#111;&#112;&#101;&#111;&#108;', 70000]
